timestamp,open,high,low,close,volume,atr,volume_sma
2025-11-14 03:00:00,99616.9,99641.7,99616.9,99641.6,0.94831,863.1396086090316,641.7788787000001
2025-11-14 04:00:00,99142.1,99143.9,99142.1,99143.8,0.015573,844.4737152880638,650.17068585
2025-11-14 05:00:00,97823.6,97824.7,97677.0,97721.1,8.199132,1037.6906713320627,678.0065561499999
2025-11-14 06:00:00,97530.9,97530.9,97489.4,97504.8,9.034528,1006.9876780512667,702.71719115
2025-11-14 07:00:00,97554.5,97589.7,97406.8,97431.6,31.045933,1080.434869028018,770.7891147500001
2025-11-14 08:00:00,97150.8,97175.6,97091.2,97126.7,8.838949,1055.2205822278245,800.19665345
2025-11-14 09:00:00,97367.9,97372.7,97359.6,97359.6,0.620885,973.3596029653153,800.6341737
2025-11-14 10:00:00,96837.9,96880.3,96832.4,96857.1,1.646125,962.2856492050097,780.6002804500001
2025-11-14 11:00:00,96753.9,96753.9,96696.8,96696.8,1.632097,897.691809390555,753.48813095
2025-11-14 12:00:00,96166.0,96166.0,96094.4,96103.3,5.738663,926.6748536759407,753.95477155
2025-11-14 13:00:00,95367.6,95405.3,95328.5,95364.5,10.133752,989.0704126358082,778.11419245
2025-11-14 14:00:00,95246.3,95355.9,95232.9,95269.3,17.890937,1006.4942007039122,758.3428209000001
2025-11-14 15:00:00,96538.8,96590.2,96375.4,96375.4,17.621473,1090.3285956683142,753.7535653500001
2025-11-14 16:00:00,96799.4,96837.2,96738.3,96766.2,11.957835,1100.3188890851222,746.4775365500001
2025-11-14 17:00:00,97014.0,97014.0,97013.9,97014.0,0.000713,1075.947479983581,761.2491949
2025-11-14 18:00:00,95840.2,95847.0,95797.3,95829.8,3.61694,1124.66416176293,773.2936802500001
2025-11-14 19:00:00,95071.3,95138.3,95036.4,95115.9,3.130095,1150.7962488736762,788.30646095
2025-11-14 20:00:00,95778.5,95830.3,95778.5,95782.1,2.9834,1125.8033704746106,781.8922436
2025-11-14 21:00:00,94373.9,94416.7,94348.7,94402.2,6.348087,1173.9076894352847,791.5314631499999
2025-11-14 22:00:00,95057.8,95064.2,95050.0,95064.2,1.154917,1120.7042893155528,796.4977929500001
